SalesOrderNumber,SalesOrderLineNumber,OrderDate,CustomerID,Item,Quantity,UnitPrice,TaxAmount
SO21883,4,02-03-2025,CUST1540,Cookbook,2,42.12,4.21
SO21884,1,03-12-2024,CUST1316,Lipstick,7,132.35,46.32
SO21885,4,23-05-2025,CUST2013,Action Figure,5,60.65,15.16
SO21886,3,22-01-2025,CUST1471,Pruning Shears,4,307.9,61.58
SO21887,2,04-10-2024,CUST2469,Blender,8,265.85,106.34
SO21888,2,06-09-2024,CUST1850,Sunglasses,2,101.72,10.17
SO21889,1,02-05-2025,CUST1716,Yoga Mat,8,127.99,51.2
SO21890,2,12-11-2024,CUST1552,Vacuum Cleaner,7,111.58,39.05
SO21891,2,20-05-2025,CUST2562,Dash Cam,1,330.24,16.51
SO21892,3,26-11-2024,CUST2102,First Aid Kit,2,102.73,10.27
SO21893,2,07-06-2024,CUST2126,Wireless Earbuds,7,1043.5,365.22
SO21894,1,16-08-2024,CUST1267,Air Purifier,5,471.37,117.84
SO21895,1,15-01-2025,CUST2690,Vitamin Supplements,2,247.52,24.75
SO21896,4,18-05-2025,CUST1681,Foundation,6,135.88,40.76
SO21897,4,20-05-2025,CUST2274,T-Shirt,3,74.96,11.24
SO21898,2,18-10-2024,CUST2359,Moisturizer,3,145.13,21.77
SO21899,1,13-05-2025,CUST2093,Tire Inflator,8,127.25,50.9
SO21900,4,31-10-2024,CUST2406,Running Shoes,2,37.97,3.8
SO21901,3,24-08-2024,CUST1624,Basketball,5,252.86,63.22
SO21902,1,26-10-2024,CUST1480,Cookbook,2,42.12,4.21
SO21903,3,24-05-2025,CUST1891,Jeans,7,102.22,35.78
SO21904,1,17-01-2025,CUST2169,Science Textbook,6,16.92,5.08
SO21905,1,17-03-2025,CUST2958,Jeans,3,102.22,15.33
SO21906,2,08-12-2024,CUST2592,Biography,7,46.3,16.2
SO21907,3,21-01-2025,CUST2384,Jeans,7,102.22,35.78
SO21908,3,12-06-2024,CUST2382,Perfume,5,48.96,12.24
SO21909,1,12-08-2024,CUST1535,Plant Pots,1,316.61,15.83
SO21910,4,28-12-2024,CUST2530,Mystery Novel,5,54.28,13.57
SO21911,4,02-06-2024,CUST1428,Nail Polish,6,101.32,30.4
SO21912,1,10-11-2024,CUST2342,Microwave,5,306.02,76.5
SO21913,3,28-09-2024,CUST1560,Moisturizer,4,145.13,29.03
SO21914,4,13-05-2025,CUST1085,Running Shoes,2,37.97,3.8
SO21915,3,30-10-2024,CUST2663,Basketball,4,252.86,50.57
SO21916,1,11-03-2025,CUST1729,Action Figure,1,60.65,3.03
SO21917,4,31-08-2024,CUST1947,Blood Pressure Monitor,8,172.01,68.8
SO21918,3,05-01-2025,CUST2523,Foundation,7,135.88,47.56
SO21919,4,09-11-2024,CUST2844,Perfume,7,48.96,17.14
SO21920,1,30-01-2025,CUST2210,Bluetooth Speaker,9,781.62,351.73
SO21921,2,03-01-2025,CUST1013,Perfume,5,48.96,12.24
SO21922,2,30-08-2024,CUST1567,Vacuum Cleaner,4,111.58,22.32
SO21923,4,01-08-2024,CUST2584,Building Blocks,8,58.63,23.45
SO21924,4,01-10-2024,CUST2259,Fertilizer,3,77.63,11.64
SO21925,2,28-09-2024,CUST2860,Tennis Racket,1,152.03,7.6
SO21926,2,06-03-2025,CUST2509,Action Figure,9,60.65,27.29
SO21927,3,09-03-2025,CUST2511,Air Purifier,8,471.37,188.55
SO21928,3,17-03-2025,CUST2877,Sunglasses,5,101.72,25.43
SO21929,2,21-02-2025,CUST1045,Coffee Maker,2,493.13,49.31
SO21930,4,14-05-2025,CUST2143,Nail Polish,3,101.32,15.2
SO21931,4,11-12-2024,CUST2924,Hand Sanitizer,9,67.13,30.21
SO21932,1,05-06-2024,CUST2612,Wireless Earbuds,8,1043.5,417.4
SO21933,3,15-12-2024,CUST2086,Basketball,8,252.86,101.14
SO21934,3,20-08-2024,CUST2822,Dash Cam,1,330.24,16.51
SO21935,1,11-06-2024,CUST2305,Puzzle,2,53.84,5.38
SO21936,2,20-06-2024,CUST1956,Building Blocks,4,58.63,11.73
SO21937,2,21-01-2025,CUST1092,Garden Hose,5,137.73,34.43
SO21938,4,25-09-2024,CUST2062,Hand Sanitizer,3,67.13,10.07
SO21939,3,14-06-2024,CUST1150,Air Purifier,8,471.37,188.55
SO21940,3,16-10-2024,CUST1004,Smartwatch,6,1166.83,350.05
SO21941,1,31-05-2024,CUST1529,Bluetooth Speaker,2,781.62,78.16
SO21942,3,03-12-2024,CUST2061,Wireless Earbuds,3,1043.5,156.52
SO21943,1,12-06-2024,CUST2608,Tennis Racket,1,152.03,7.6
SO21944,3,25-04-2025,CUST1540,Nail Polish,4,101.32,20.26
SO21945,2,19-07-2024,CUST1482,Building Blocks,8,58.63,23.45
SO21946,3,04-11-2024,CUST1755,Perfume,5,48.96,12.24
SO21947,1,09-02-2025,CUST2785,Tennis Racket,5,152.03,38.01
SO21948,3,17-07-2024,CUST1613,Yoga Mat,2,127.99,12.8
SO21949,4,19-11-2024,CUST2422,Puzzle,5,53.84,13.46
SO21950,2,07-08-2024,CUST2833,Building Blocks,6,58.63,17.59
SO21951,3,12-01-2025,CUST2438,Foundation,7,135.88,47.56
SO21952,2,08-08-2024,CUST2399,Nail Polish,7,101.32,35.46
SO21953,1,07-01-2025,CUST2657,Sunglasses,8,101.72,40.69
SO21954,3,03-09-2024,CUST2039,Laptop,6,1357.95,407.39
SO21955,1,23-08-2024,CUST1363,Tire Inflator,9,127.25,57.26
SO21956,2,20-01-2025,CUST1055,Running Shorts,8,278.63,111.45
SO21957,2,11-01-2025,CUST2333,Puzzle,9,53.84,24.23
SO21958,3,24-05-2025,CUST2348,Hand Sanitizer,5,67.13,16.78
SO21959,4,28-09-2024,CUST2360,Bluetooth Speaker,5,781.62,195.4
SO21960,4,13-11-2024,CUST1340,Lawn Mower,9,312.5,140.62
SO21961,3,02-10-2024,CUST1008,Nail Polish,5,101.32,25.33
SO21962,2,21-02-2025,CUST2201,Vitamin Supplements,2,247.52,24.75
SO21963,4,18-08-2024,CUST1251,GPS Navigator,2,379.55,37.96
SO21964,2,04-10-2024,CUST2779,Coffee Maker,2,493.13,49.31
SO21965,1,02-03-2025,CUST2731,Building Blocks,8,58.63,23.45
SO21966,3,13-04-2025,CUST2037,Lawn Mower,7,312.5,109.38
SO21967,1,31-05-2024,CUST1478,Building Blocks,7,58.63,20.52
SO21968,2,29-05-2024,CUST2079,Remote Car,6,6.8,2.04
SO21969,2,05-11-2024,CUST2329,Dash Cam,7,330.24,115.58
SO21970,4,06-02-2025,CUST2975,Nail Polish,8,101.32,40.53
SO21971,4,02-06-2024,CUST2480,Building Blocks,3,58.63,8.79
SO21972,3,26-12-2024,CUST2072,Building Blocks,1,58.63,2.93
SO21973,2,11-09-2024,CUST1747,Building Blocks,9,58.63,26.38
SO21974,1,12-11-2024,CUST2860,Sunglasses,7,101.72,35.6
SO21975,1,24-12-2024,CUST1483,Blender,5,265.85,66.46
SO21976,2,08-11-2024,CUST2405,Puzzle,5,53.84,13.46
SO21977,4,21-04-2025,CUST2555,Puzzle,1,53.84,2.69
SO21978,1,29-05-2024,CUST1859,Basketball,6,252.86,75.86
SO21979,4,07-05-2025,CUST1354,Running Shorts,4,278.63,55.73
SO21980,2,11-02-2025,CUST1132,GPS Navigator,6,379.55,113.86
SO21981,3,07-07-2024,CUST1096,Wireless Earbuds,2,1043.5,104.35
SO21982,2,31-08-2024,CUST2415,Car Vacuum,7,98.41,34.44
SO21983,2,05-11-2024,CUST1979,Hand Sanitizer,8,67.13,26.85
SO21984,4,15-09-2024,CUST2586,Building Blocks,8,58.63,23.45
SO21985,1,14-08-2024,CUST1913,Microwave,8,306.02,122.41
SO21986,3,31-03-2025,CUST2633,T-Shirt,3,74.96,11.24
SO21987,1,26-11-2024,CUST2521,Plant Pots,8,316.61,126.64
SO21988,1,05-07-2024,CUST1010,Lipstick,1,132.35,6.62
SO21989,1,09-07-2024,CUST1609,Remote Car,7,6.8,2.38
SO21990,1,19-09-2024,CUST2370,Car Cover,4,380.21,76.04
SO21991,3,13-10-2024,CUST2063,Air Purifier,2,471.37,47.14
SO21992,1,22-08-2024,CUST1913,Vitamin Supplements,7,247.52,86.63
SO21993,4,26-01-2025,CUST2079,Cookbook,1,42.12,2.11
SO21994,2,05-06-2024,CUST1178,First Aid Kit,3,102.73,15.41
SO21995,4,25-09-2024,CUST1592,Vacuum Cleaner,3,111.58,16.74
SO21996,3,06-05-2025,CUST2474,Thermometer,9,245.46,110.46
SO21997,4,11-04-2025,CUST1744,Running Shorts,2,278.63,27.86
SO21998,3,20-01-2025,CUST1582,First Aid Kit,6,102.73,30.82
SO21999,2,01-04-2025,CUST1934,Air Purifier,6,471.37,141.41
